time,latitude,longitude,depth,mag,magType,place,updated,type,status,year,month,day,hour,minute,second,horizontalError,depthError
2018-10-20,-28.54822226513087,-72.56369467351625,25.83844769103404,6.045841635806935,mb,Ring of Fire - Chile,2018-10-20,earthquake,reviewed,2018,10,20,0,0,0,10,5
2021-05-03,-35.646044497817584,-71.78182499700188,13.292566803499666,5.158837887517216,mb,Ring of Fire - Chile,2021-05-03,earthquake,reviewed,2021,5,3,0,0,0,10,5
2015-08-21,-32.43540783043875,-69.68348468973068,4.315646208955152,6.82374547862373,mb,Ring of Fire - Chile,2015-08-21,earthquake,reviewed,2015,8,21,0,0,0,10,5
2016-01-04,-45.50712849009772,-70.61909275976063,10.244885123022334,5.259549489122836,mb,Ring of Fire - Chile,2016-01-04,earthquake,reviewed,2016,1,4,0,0,0,10,5
2018-03-20,-32.32683095287469,-71.59235309467279,10.135949721838998,5.477141488592293,mb,Ring of Fire - Chile,2018-03-20,earthquake,reviewed,2018,3,20,0,0,0,10,5
2015-03-17,-28.676067486934876,-68.10158101741685,43.487925760829945,5.410160900813953,mb,Ring of Fire - Chile,2015-03-17,earthquake,reviewed,2015,3,17,0,0,0,10,5
2017-01-17,-31.667606226154426,-69.24581272657238,1.9369898918448951,6.738130626054639,mb,Ring of Fire - Chile,2017-01-17,earthquake,reviewed,2017,1,17,0,0,0,10,5
2017-06-28,-38.19401048502299,-74.60650510152303,1.6991076586252587,6.27226916108936,mb,Ring of Fire - Chile,2017-06-28,earthquake,reviewed,2017,6,28,0,0,0,10,5
2017-11-25,-31.835987325946515,-69.50386727045057,3.0200568480206305,5.752265342742895,mb,Ring of Fire - Chile,2017-11-25,earthquake,reviewed,2017,11,25,0,0,0,10,5
2017-04-06,-21.22012022917469,-74.51580178766959,78.92730098371247,4.926664289288217,mb,Ring of Fire - Chile,2017-04-06,earthquake,reviewed,2017,4,6,0,0,0,10,5
2022-06-18,-37.428897065351954,-72.88655955962835,3.8226814382684178,7.196548749025711,mb,Ring of Fire - Chile,2022-06-18,earthquake,reviewed,2022,6,18,0,0,0,10,5
2014-03-07,-25.150785027717113,-72.18237341167338,5.112657195590718,5.472439875848314,mb,Ring of Fire - Chile,2014-03-07,earthquake,reviewed,2014,3,7,0,0,0,10,5
2024-10-15,-22.0596375617539,-71.74946694533837,27.549073170577238,7.0921241908683665,mb,Ring of Fire - Chile,2024-10-15,earthquake,reviewed,2024,10,15,0,0,0,10,5
2015-05-21,-30.821188587605054,-66.9091781144009,22.45698185370212,5.893100842949309,mb,Ring of Fire - Chile,2015-05-21,earthquake,reviewed,2015,5,21,0,0,0,10,5
2022-01-21,-20.995057781336918,-70.47166064717143,6.690265669662017,6.680133938523588,mb,Ring of Fire - Chile,2022-01-21,earthquake,reviewed,2022,1,21,0,0,0,10,5
2014-10-06,-29.33700436806135,-70.1310394372991,13.8491594533632,6.058529103752048,mb,Ring of Fire - Chile,2014-10-06,earthquake,reviewed,2014,10,6,0,0,0,10,5
2019-08-28,-34.893823149254295,-70.30905288538297,11.069079928334684,4.619824912452314,mb,Ring of Fire - Chile,2019-08-28,earthquake,reviewed,2019,8,28,0,0,0,10,5
2014-05-21,-39.66785763415261,-69.76374960538561,18.78509895429417,5.4208551291689755,mb,Ring of Fire - Chile,2014-05-21,earthquake,reviewed,2014,5,21,0,0,0,10,5
2018-12-31,-39.787664260052516,-76.15159537967786,13.27661736564296,6.691030201656231,mb,Ring of Fire - Chile,2018-12-31,earthquake,reviewed,2018,12,31,0,0,0,10,5
2024-01-08,-28.44694278395485,-74.86577512513279,11.873166379126957,5.768147270794117,mb,Ring of Fire - Chile,2024-01-08,earthquake,reviewed,2024,1,8,0,0,0,10,5
2022-02-01,-42.78439402719091,-72.94351456286631,30.750903625209837,7.30389190567622,mb,Ring of Fire - Chile,2022-02-01,earthquake,reviewed,2022,2,1,0,0,0,10,5
2016-04-12,-36.73678951777111,-74.8018300651182,16.80460001911607,6.778301931228361,mb,Ring of Fire - Chile,2016-04-12,earthquake,reviewed,2016,4,12,0,0,0,10,5
2017-08-16,-26.503778744772386,-71.42240137892453,21.711669145846063,7.047713481561941,mb,Ring of Fire - Chile,2017-08-16,earthquake,reviewed,2017,8,16,0,0,0,10,5
2014-04-07,-36.45416361602015,-71.23244832299565,7.635888483285202,6.5930111226019665,mb,Ring of Fire - Chile,2014-04-07,earthquake,reviewed,2014,4,7,0,0,0,10,5
2016-04-15,-36.44369215445764,-66.52962391818936,18.161168180937462,5.831468402388997,mb,Ring of Fire - Chile,2016-04-15,earthquake,reviewed,2016,4,15,0,0,0,10,5
2014-08-06,-36.84594063961206,-74.55776479756057,1.908404893374908,6.3280401945341795,mb,Ring of Fire - Chile,2014-08-06,earthquake,reviewed,2014,8,6,0,0,0,10,5
2016-07-06,-33.788184411229146,-74.7770078688013,11.279689138516837,4.8788788249768835,mb,Ring of Fire - Chile,2016-07-06,earthquake,reviewed,2016,7,6,0,0,0,10,5
2015-12-03,-46.05888681807242,-74.18303179636406,14.875211898765622,6.432971154028245,mb,Ring of Fire - Chile,2015-12-03,earthquake,reviewed,2015,12,3,0,0,0,10,5
2017-05-06,-20.827098151291235,-69.6375144514694,9.901150936165523,7.180094997792755,mb,Ring of Fire - Chile,2017-05-06,earthquake,reviewed,2017,5,6,0,0,0,10,5
2019-09-23,-26.342201504405253,-66.94172290815571,9.156448404127758,7.038757775240901,mb,Ring of Fire - Chile,2019-09-23,earthquake,reviewed,2019,9,23,0,0,0,10,5
2024-02-20,-17.661522898672345,-63.18604168129448,2.434931817756418,6.713915571437638,mb,Ring of Fire - Chile,2024-02-20,earthquake,reviewed,2024,2,20,0,0,0,10,5
2018-04-20,-33.8835309528328,-74.32842663451923,41.28213788115248,6.733042817257553,mb,Ring of Fire - Chile,2018-04-20,earthquake,reviewed,2018,4,20,0,0,0,10,5
2014-01-17,-32.119294278371946,-75.26185249104488,9.455821256787367,6.120967004605582,mb,Ring of Fire - Chile,2014-01-17,earthquake,reviewed,2014,1,17,0,0,0,10,5
2019-08-10,-27.515682896686368,-74.34565168391276,3.7034106755908436,5.644805735470245,mb,Ring of Fire - Chile,2019-08-10,earthquake,reviewed,2019,8,10,0,0,0,10,5
2016-03-02,-41.072221087311426,-70.95197937959615,33.554944564403854,6.3362046411368524,mb,Ring of Fire - Chile,2016-03-02,earthquake,reviewed,2016,3,2,0,0,0,10,5
2019-02-01,-26.71656090199278,-68.69272201113274,10.159823585876635,6.287881695509834,mb,Ring of Fire - Chile,2019-02-01,earthquake,reviewed,2019,2,1,0,0,0,10,5
2015-11-15,-35.61207738711336,-73.71673735243996,2.40585902282094,6.189126306375207,mb,Ring of Fire - Chile,2015-11-15,earthquake,reviewed,2015,11,15,0,0,0,10,5
2017-09-14,-31.755298567776563,-70.29521562473565,2.3039276991384647,5.928693376121101,mb,Ring of Fire - Chile,2017-09-14,earthquake,reviewed,2017,9,14,0,0,0,10,5
2015-01-28,-30.714995370992437,-72.30650606855353,20.96121416212804,6.620071310174634,mb,Ring of Fire - Chile,2015-01-28,earthquake,reviewed,2015,1,28,0,0,0,10,5
2022-02-06,-37.76239596875213,-68.78023771926036,19.346649259398966,5.504954263978952,mb,Ring of Fire - Chile,2022-02-06,earthquake,reviewed,2022,2,6,0,0,0,10,5
2020-06-29,-24.025063913316956,-64.93670668883844,14.955856802007535,6.570160357082634,mb,Ring of Fire - Chile,2020-06-29,earthquake,reviewed,2020,6,29,0,0,0,10,5
2022-07-29,-22.40286801106773,-76.14528004154762,12.089362531523998,6.674345971347422,mb,Ring of Fire - Chile,2022-07-29,earthquake,reviewed,2022,7,29,0,0,0,10,5
2023-03-27,-33.478018298066374,-72.50431560880824,12.492407859595506,5.452495431909415,mb,Ring of Fire - Chile,2023-03-27,earthquake,reviewed,2023,3,27,0,0,0,10,5
2018-01-19,-31.010927984449108,-70.33159369484342,2.537346137284556,5.776997397873596,mb,Ring of Fire - Chile,2018-01-19,earthquake,reviewed,2018,1,19,0,0,0,10,5
2021-02-23,-20.255817562242854,-67.89597980808364,8.128289575673538,6.082758153921679,mb,Ring of Fire - Chile,2021-02-23,earthquake,reviewed,2021,2,23,0,0,0,10,5
2023-04-13,-31.437042981804122,-68.66260812323495,5.205950270510642,5.095940140356349,mb,Ring of Fire - Chile,2023-04-13,earthquake,reviewed,2023,4,13,0,0,0,10,5
2024-08-14,-27.587422911316285,-71.7761366821421,2.8787823389529628,5.106708884989353,mb,Ring of Fire - Chile,2024-08-14,earthquake,reviewed,2024,8,14,0,0,0,10,5
2018-11-02,-32.40515231788772,-76.69988275450083,16.92219570192597,6.033999263394677,mb,Ring of Fire - Chile,2018-11-02,earthquake,reviewed,2018,11,2,0,0,0,10,5
2024-10-21,-35.43633000326702,-69.79859459990891,8.934178201939659,5.644927688439501,mb,Ring of Fire - Chile,2024-10-21,earthquake,reviewed,2024,10,21,0,0,0,10,5
2022-08-30,-34.465842099182275,-69.16152403499204,43.47554318046717,5.904961901983547,mb,Ring of Fire - Chile,2022-08-30,earthquake,reviewed,2022,8,30,0,0,0,10,5
2020-01-17,-16.62004729913929,-66.86204013953753,8.023056008262767,6.135387516297721,mb,Ring of Fire - Chile,2020-01-17,earthquake,reviewed,2020,1,17,0,0,0,10,5
2016-05-02,-36.97715237519888,-67.61418982363347,11.362134169960672,7.152116954455797,mb,Ring of Fire - Chile,2016-05-02,earthquake,reviewed,2016,5,2,0,0,0,10,5
2019-04-21,-31.961379374811084,-75.55524709648604,25.76291652088768,6.232348122569642,mb,Ring of Fire - Chile,2019-04-21,earthquake,reviewed,2019,4,21,0,0,0,10,5
2023-05-08,-21.759939363676594,-65.80002588417992,3.622399134627161,7.378665653914421,mb,Ring of Fire - Chile,2023-05-08,earthquake,reviewed,2023,5,8,0,0,0,10,5
2019-02-28,-32.44836372051534,-72.13868022478748,33.109608294570364,5.66305005407679,mb,Ring of Fire - Chile,2019-02-28,earthquake,reviewed,2019,2,28,0,0,0,10,5
2023-04-16,-23.33956688611039,-71.58337919360541,60.61999008410186,6.849203900753386,mb,Ring of Fire - Chile,2023-04-16,earthquake,reviewed,2023,4,16,0,0,0,10,5
2017-01-21,-34.14507245333486,-72.61471139022437,1.0,5.510910867677351,mb,Ring of Fire - Chile,2017-01-21,earthquake,reviewed,2017,1,21,0,0,0,10,5
2021-07-13,-25.87666240859578,-70.02220198158966,19.625938108578943,5.136760675111783,mb,Ring of Fire - Chile,2021-07-13,earthquake,reviewed,2021,7,13,0,0,0,10,5
2020-05-27,-17.72152155116914,-77.1814307868005,25.329358484857707,5.970666933754139,mb,Ring of Fire - Chile,2020-05-27,earthquake,reviewed,2020,5,27,0,0,0,10,5
2023-02-22,-16.57456062300104,-71.21890829564383,4.752251538572595,6.072786523668866,mb,Ring of Fire - Chile,2023-02-22,earthquake,reviewed,2023,2,22,0,0,0,10,5
2014-11-12,-33.96935577613245,-71.95534547099233,15.444336242912978,6.899499418400976,mb,Ring of Fire - Chile,2014-11-12,earthquake,reviewed,2014,11,12,0,0,0,10,5
2021-05-18,-30.62235271549934,-78.80036210059694,42.586140893871665,7.078321386136357,mb,Ring of Fire - Chile,2021-05-18,earthquake,reviewed,2021,5,18,0,0,0,10,5
2024-05-23,-16.401706151830076,-69.07704016644429,5.888416591540569,5.598569591497684,mb,Ring of Fire - Chile,2024-05-23,earthquake,reviewed,2024,5,23,0,0,0,10,5
2017-03-08,-54.14845416454234,-66.26316472184607,90.59587096865042,6.7563309657303545,mb,Ring of Fire - Chile,2017-03-08,earthquake,reviewed,2017,3,8,0,0,0,10,5
2018-12-31,-34.04872103605756,-74.30270715595883,1.4613892791596108,6.193289613329323,mb,Ring of Fire - Chile,2018-12-31,earthquake,reviewed,2018,12,31,0,0,0,10,5
2015-07-15,-34.22887971390194,-65.29315057893808,47.610261763847724,7.642482253609543,mb,Ring of Fire - Chile,2015-07-15,earthquake,reviewed,2015,7,15,0,0,0,10,5
2016-05-17,-16.357015855759133,-69.69557351112499,4.470577605870287,5.1270344697597565,mb,Ring of Fire - Chile,2016-05-17,earthquake,reviewed,2016,5,17,0,0,0,10,5
2023-09-21,-35.929301349078635,-68.57678133204755,30.46466884960302,7.306237839576079,mb,Ring of Fire - Chile,2023-09-21,earthquake,reviewed,2023,9,21,0,0,0,10,5
2019-05-16,-7.389048984245022,-66.91964171326579,10.843627713802372,6.058058974282225,mb,Ring of Fire - Chile,2019-05-16,earthquake,reviewed,2019,5,16,0,0,0,10,5
2019-03-08,-31.240389270813054,-70.49940425767504,31.405241347383885,4.764284258031732,mb,Ring of Fire - Chile,2019-03-08,earthquake,reviewed,2019,3,8,0,0,0,10,5
2018-02-25,-14.678242914640416,-71.52892544787002,6.3365975583523335,6.234998343049269,mb,Ring of Fire - Chile,2018-02-25,earthquake,reviewed,2018,2,25,0,0,0,10,5
2020-05-05,-34.542462737472846,-69.46236911480179,12.729225028243517,6.403061529744803,mb,Ring of Fire - Chile,2020-05-05,earthquake,reviewed,2020,5,5,0,0,0,10,5
2014-04-21,-20.96708617931411,-71.12530810239792,5.564329197572695,4.745988616184813,mb,Ring of Fire - Chile,2014-04-21,earthquake,reviewed,2014,4,21,0,0,0,10,5
2023-12-10,-26.569431951902814,-74.24303620928768,5.803751812147735,5.518320164864257,mb,Ring of Fire - Chile,2023-12-10,earthquake,reviewed,2023,12,10,0,0,0,10,5
2017-09-20,-30.909469401512833,-70.79563805945361,35.49256082486438,6.0569290201114905,mb,Ring of Fire - Chile,2017-09-20,earthquake,reviewed,2017,9,20,0,0,0,10,5
2023-08-27,-37.92589534993027,-71.19261138485814,17.67376751016113,5.098459684518111,mb,Ring of Fire - Chile,2023-08-27,earthquake,reviewed,2023,8,27,0,0,0,10,5
2015-08-08,-24.127558359973843,-71.02885723548606,3.967761081928494,5.416611931543782,mb,Ring of Fire - Chile,2015-08-08,earthquake,reviewed,2015,8,8,0,0,0,10,5
2019-10-08,-27.744358414516007,-75.28919196870802,34.30861366158787,5.731171290147037,mb,Ring of Fire - Chile,2019-10-08,earthquake,reviewed,2019,10,8,0,0,0,10,5
2022-04-14,-32.298273802320026,-67.91272658993803,3.372628019545553,6.229002527369895,mb,Ring of Fire - Chile,2022-04-14,earthquake,reviewed,2022,4,14,0,0,0,10,5
2015-04-25,-34.39301184791662,-72.78349316728017,3.9582416665214457,5.30424650615553,mb,Ring of Fire - Chile,2015-04-25,earthquake,reviewed,2015,4,25,0,0,0,10,5
2014-06-28,-36.21343736050897,-72.98167201181671,4.194935127072911,6.045511061580575,mb,Ring of Fire - Chile,2014-06-28,earthquake,reviewed,2014,6,28,0,0,0,10,5
2014-07-22,-32.863735110027186,-69.95319851794666,22.957552425022804,5.927833150178439,mb,Ring of Fire - Chile,2014-07-22,earthquake,reviewed,2014,7,22,0,0,0,10,5
2014-11-13,-14.68998711448817,-69.42092831089401,21.176574779235153,6.322162648647766,mb,Ring of Fire - Chile,2014-11-13,earthquake,reviewed,2014,11,13,0,0,0,10,5
2020-01-23,-36.9154425093883,-68.92167269087528,8.277203002320379,6.056704936534398,mb,Ring of Fire - Chile,2020-01-23,earthquake,reviewed,2020,1,23,0,0,0,10,5
2023-10-11,-36.06726233088054,-67.70219104858379,11.926788744725469,7.137404072610279,mb,Ring of Fire - Chile,2023-10-11,earthquake,reviewed,2023,10,11,0,0,0,10,5
2018-08-24,-35.48148702728406,-71.08477325989472,11.93124330343082,5.5901279317298425,mb,Ring of Fire - Chile,2018-08-24,earthquake,reviewed,2018,8,24,0,0,0,10,5
2014-10-23,-24.781720034815773,-77.99275490457796,19.544103252162934,5.995604075598921,mb,Ring of Fire - Chile,2014-10-23,earthquake,reviewed,2014,10,23,0,0,0,10,5
2022-08-03,-18.64748469313983,-76.8487705181781,32.58121984180822,6.66705325751317,mb,Ring of Fire - Chile,2022-08-03,earthquake,reviewed,2022,8,3,0,0,0,10,5
2020-12-05,-35.596409305489104,-73.44181070809528,5.705470775731577,6.902505013579411,mb,Ring of Fire - Chile,2020-12-05,earthquake,reviewed,2020,12,5,0,0,0,10,5
2024-02-04,-24.190081013832284,-73.89077421506217,8.623208736144441,6.340738491117399,mb,Ring of Fire - Chile,2024-02-04,earthquake,reviewed,2024,2,4,0,0,0,10,5
2021-11-14,-27.70998982959379,-73.84094283359894,5.419502756753736,5.751953951479634,mb,Ring of Fire - Chile,2021-11-14,earthquake,reviewed,2021,11,14,0,0,0,10,5
2023-06-08,-30.238430254811526,-69.42624595085715,15.939573787268218,5.964753312445982,mb,Ring of Fire - Chile,2023-06-08,earthquake,reviewed,2023,6,8,0,0,0,10,5
2017-09-19,-34.8454389888839,-76.29524871896925,15.118268855705686,4.970969473421838,mb,Ring of Fire - Chile,2017-09-19,earthquake,reviewed,2017,9,19,0,0,0,10,5
2024-04-17,-27.35445418674516,-74.62774626338481,5.090910136010275,5.601015459878391,mb,Ring of Fire - Chile,2024-04-17,earthquake,reviewed,2024,4,17,0,0,0,10,5
2021-05-21,-32.84902690271857,-67.73628717708253,14.337170231664995,6.56472180962994,mb,Ring of Fire - Chile,2021-05-21,earthquake,reviewed,2021,5,21,0,0,0,10,5
2015-10-23,-41.490819656313285,-69.34961455634637,11.966032748382545,5.639794702874837,mb,Ring of Fire - Chile,2015-10-23,earthquake,reviewed,2015,10,23,0,0,0,10,5
2022-09-25,-29.423488531644526,-66.95924749157166,23.489922461572068,7.531400256905165,mb,Ring of Fire - Chile,2022-09-25,earthquake,reviewed,2022,9,25,0,0,0,10,5
2023-08-22,-26.833878787799012,-70.68057108648551,43.16213299322039,6.102654081071554,mb,Ring of Fire - Chile,2023-08-22,earthquake,reviewed,2023,8,22,0,0,0,10,5
2022-09-28,-30.369598646010118,-70.45361274106332,9.51083403533649,6.353180802711841,mb,Ring of Fire - Chile,2022-09-28,earthquake,reviewed,2022,9,28,0,0,0,10,5
2024-10-25,-28.017229744785404,-74.2109616459555,8.179843244102397,6.6807792468169875,mb,Ring of Fire - Chile,2024-10-25,earthquake,reviewed,2024,10,25,0,0,0,10,5
2021-10-19,-29.360666811666118,-76.47162551096422,12.76608138988343,7.152761092937592,mb,Ring of Fire - Chile,2021-10-19,earthquake,reviewed,2021,10,19,0,0,0,10,5
2018-09-29,-38.402537074577126,-74.29187680916809,21.962518255690746,6.439924303804799,mb,Ring of Fire - Chile,2018-09-29,earthquake,reviewed,2018,9,29,0,0,0,10,5
2019-04-17,-32.722686608750465,-70.99911033717635,1.9535798283229704,6.6991542916754,mb,Ring of Fire - Chile,2019-04-17,earthquake,reviewed,2019,4,17,0,0,0,10,5
2014-07-24,-23.249679792947397,-70.05173653367319,10.470926459841692,5.730619787008322,mb,Ring of Fire - Chile,2014-07-24,earthquake,reviewed,2014,7,24,0,0,0,10,5
2019-08-11,-31.971471296454197,-69.72442357888973,2.4306374949926175,5.751578146360181,mb,Ring of Fire - Chile,2019-08-11,earthquake,reviewed,2019,8,11,0,0,0,10,5
2021-09-03,-13.234477360317076,-72.37506677823711,7.809249516912078,6.006484122438114,mb,Ring of Fire - Chile,2021-09-03,earthquake,reviewed,2021,9,3,0,0,0,10,5
2021-07-04,-31.158050628473497,-74.48306005532402,8.269283082427119,5.080880821608687,mb,Ring of Fire - Chile,2021-07-04,earthquake,reviewed,2021,7,4,0,0,0,10,5
2022-03-25,-26.979562137296718,-71.54612129325697,19.949332586986582,7.481520677381884,mb,Ring of Fire - Chile,2022-03-25,earthquake,reviewed,2022,3,25,0,0,0,10,5
2014-08-03,-41.23659577330507,-73.38326335055652,8.444989605116257,5.434284539950172,mb,Ring of Fire - Chile,2014-08-03,earthquake,reviewed,2014,8,3,0,0,0,10,5
2016-01-03,-26.42269269531424,-67.45244924698906,42.42391735918867,6.240644681017105,mb,Ring of Fire - Chile,2016-01-03,earthquake,reviewed,2016,1,3,0,0,0,10,5
2014-08-20,-13.90414055390196,-62.76452494097488,13.534348301557506,6.026170786163464,mb,Ring of Fire - Chile,2014-08-20,earthquake,reviewed,2014,8,20,0,0,0,10,5
2014-03-06,-22.446281277985484,-70.41451385857455,10.188841138877992,7.365676563761287,mb,Ring of Fire - Chile,2014-03-06,earthquake,reviewed,2014,3,6,0,0,0,10,5
2017-11-12,-38.92077338553118,-75.5759201047847,5.78907880268113,5.994183383231217,mb,Ring of Fire - Chile,2017-11-12,earthquake,reviewed,2017,11,12,0,0,0,10,5
2014-05-23,-28.539073730676833,-74.37321048722082,37.66882189819437,4.973770858247082,mb,Ring of Fire - Chile,2014-05-23,earthquake,reviewed,2014,5,23,0,0,0,10,5
2014-09-29,-24.63206304225809,-73.96673107560375,8.308447436524906,6.725347200543534,mb,Ring of Fire - Chile,2014-09-29,earthquake,reviewed,2014,9,29,0,0,0,10,5
2022-07-09,-21.113974620682864,-68.73444507858817,9.856296295630008,6.959134267400102,mb,Ring of Fire - Chile,2022-07-09,earthquake,reviewed,2022,7,9,0,0,0,10,5
2018-05-14,-19.099781042745136,-74.84473237715142,17.02846131444216,6.120547473381014,mb,Ring of Fire - Chile,2018-05-14,earthquake,reviewed,2018,5,14,0,0,0,10,5
2020-08-16,-33.65611055881758,-70.32376957211002,3.914840720168516,7.387753769118202,mb,Ring of Fire - Chile,2020-08-16,earthquake,reviewed,2020,8,16,0,0,0,10,5
2014-02-11,-48.073896108491184,-70.68331671383027,103.20586013767515,5.245066840996708,mb,Ring of Fire - Chile,2014-02-11,earthquake,reviewed,2014,2,11,0,0,0,10,5
2020-11-10,-29.004991021592563,-66.20566731274472,2.9540481149713975,6.351703749486019,mb,Ring of Fire - Chile,2020-11-10,earthquake,reviewed,2020,11,10,0,0,0,10,5
2022-02-25,-23.21980037632231,-68.61049567152162,62.87510322949048,5.39778220076204,mb,Ring of Fire - Chile,2022-02-25,earthquake,reviewed,2022,2,25,0,0,0,10,5
2015-01-02,-31.855392016908983,-71.53926839922923,24.194409855546475,5.8615716860157505,mb,Ring of Fire - Chile,2015-01-02,earthquake,reviewed,2015,1,2,0,0,0,10,5
2019-03-03,-15.087005879263085,-69.5268279984366,19.616192158253508,6.823873463067573,mb,Ring of Fire - Chile,2019-03-03,earthquake,reviewed,2019,3,3,0,0,0,10,5
2015-01-27,-28.68860749125256,-73.22797749731714,3.923396185709214,5.845737496165678,mb,Ring of Fire - Chile,2015-01-27,earthquake,reviewed,2015,1,27,0,0,0,10,5
2015-01-18,-31.591543550630412,-71.18339227699362,15.875241992225456,5.194645501939329,mb,Ring of Fire - Chile,2015-01-18,earthquake,reviewed,2015,1,18,0,0,0,10,5
2020-04-30,-31.404569673472345,-70.69101320071496,6.147702745079581,6.377229804598414,mb,Ring of Fire - Chile,2020-04-30,earthquake,reviewed,2020,4,30,0,0,0,10,5
2017-12-01,-23.12199391191274,-69.06857290413983,36.003362263501316,6.821091384478221,mb,Ring of Fire - Chile,2017-12-01,earthquake,reviewed,2017,12,1,0,0,0,10,5
2023-03-23,-36.71686697632538,-73.02821214588083,27.5313172774424,5.799650017661097,mb,Ring of Fire - Chile,2023-03-23,earthquake,reviewed,2023,3,23,0,0,0,10,5
2014-07-08,-21.90219304690686,-64.0310928727331,2.580418368473032,8.593028525558406,mb,Ring of Fire - Chile,2014-07-08,earthquake,reviewed,2014,7,8,0,0,0,10,5
2023-08-03,-31.426999356866183,-73.6446238162215,12.509735477551711,6.222880364107004,mb,Ring of Fire - Chile,2023-08-03,earthquake,reviewed,2023,8,3,0,0,0,10,5
2021-07-08,-36.35371171011068,-76.2888042571698,15.929043956094203,6.926017136083751,mb,Ring of Fire - Chile,2021-07-08,earthquake,reviewed,2021,7,8,0,0,0,10,5
2017-08-18,-38.9210101013079,-70.7803416490626,14.805040631448557,5.741270733759444,mb,Ring of Fire - Chile,2017-08-18,earthquake,reviewed,2017,8,18,0,0,0,10,5
2014-09-11,-27.70408190078799,-73.49253157007237,38.66675663481061,7.0435217529556375,mb,Ring of Fire - Chile,2014-09-11,earthquake,reviewed,2014,9,11,0,0,0,10,5
2023-10-17,-17.540878738802668,-74.12809222754986,19.11204618911972,5.217274654019892,mb,Ring of Fire - Chile,2023-10-17,earthquake,reviewed,2023,10,17,0,0,0,10,5
2019-12-21,-40.89582663382829,-63.68698853471593,18.384742640847154,5.550651833446383,mb,Ring of Fire - Chile,2019-12-21,earthquake,reviewed,2019,12,21,0,0,0,10,5
2021-05-18,-53.57523375427212,-66.18579496311544,16.942462774664016,6.543702762170428,mb,Ring of Fire - Chile,2021-05-18,earthquake,reviewed,2021,5,18,0,0,0,10,5
2015-08-23,-31.77910582262313,-74.91299785454132,2.4077108962322407,6.323617923734011,mb,Ring of Fire - Chile,2015-08-23,earthquake,reviewed,2015,8,23,0,0,0,10,5
2022-11-27,-34.03455975183385,-74.17410577657444,69.32449874386596,7.054526822278317,mb,Ring of Fire - Chile,2022-11-27,earthquake,reviewed,2022,11,27,0,0,0,10,5
2017-10-10,-17.802389051816608,-75.10619138885549,4.836072302255186,7.635851353313305,mb,Ring of Fire - Chile,2017-10-10,earthquake,reviewed,2017,10,10,0,0,0,10,5
2022-04-20,-31.5424486984593,-75.0185537706951,32.01246395409471,5.6038679318693045,mb,Ring of Fire - Chile,2022-04-20,earthquake,reviewed,2022,4,20,0,0,0,10,5
2020-09-14,-28.19742226079274,-66.95714874259308,8.354050306457363,5.661538002909242,mb,Ring of Fire - Chile,2020-09-14,earthquake,reviewed,2020,9,14,0,0,0,10,5
2023-12-09,-26.099823530434573,-65.88766843739958,22.739197175328098,6.420491274794351,mb,Ring of Fire - Chile,2023-12-09,earthquake,reviewed,2023,12,9,0,0,0,10,5
2023-01-25,-32.66096925496762,-70.05079495761714,5.028283989826576,7.092244059031437,mb,Ring of Fire - Chile,2023-01-25,earthquake,reviewed,2023,1,25,0,0,0,10,5
2017-09-28,-42.61047197416997,-69.81572783267602,38.964386360269394,6.453780163765073,mb,Ring of Fire - Chile,2017-09-28,earthquake,reviewed,2017,9,28,0,0,0,10,5
2023-07-24,-30.473432886483554,-73.32656554813553,9.557955979106728,6.012207482355462,mb,Ring of Fire - Chile,2023-07-24,earthquake,reviewed,2023,7,24,0,0,0,10,5
2020-09-28,-18.345684391275945,-74.85440375036785,3.905381195178975,7.162538143815296,mb,Ring of Fire - Chile,2020-09-28,earthquake,reviewed,2020,9,28,0,0,0,10,5
2023-07-28,-32.25911993311388,-75.98591221314432,2.7053062114181166,6.177437817867064,mb,Ring of Fire - Chile,2023-07-28,earthquake,reviewed,2023,7,28,0,0,0,10,5
2023-07-10,-30.59187825229015,-72.22796064376006,1.0227487763249614,5.343378607340612,mb,Ring of Fire - Chile,2023-07-10,earthquake,reviewed,2023,7,10,0,0,0,10,5
2021-12-15,-32.39162622364943,-73.63306633725752,6.261712332837299,5.876472840392884,mb,Ring of Fire - Chile,2021-12-15,earthquake,reviewed,2021,12,15,0,0,0,10,5
2023-01-13,-27.356709421097776,-69.34680851129534,16.88639212137773,5.1662395472288205,mb,Ring of Fire - Chile,2023-01-13,earthquake,reviewed,2023,1,13,0,0,0,10,5
2020-10-08,-11.848067106724372,-70.43463921071215,31.9198008617108,5.310658228092725,mb,Ring of Fire - Chile,2020-10-08,earthquake,reviewed,2020,10,8,0,0,0,10,5
2015-04-19,-23.70823648748883,-71.19117845105825,8.655319743152255,6.362910422273237,mb,Ring of Fire - Chile,2015-04-19,earthquake,reviewed,2015,4,19,0,0,0,10,5
2018-12-07,-21.817915546870204,-70.0913142123712,7.279539735168584,6.388093817062812,mb,Ring of Fire - Chile,2018-12-07,earthquake,reviewed,2018,12,7,0,0,0,10,5
2022-10-22,-32.3894245043594,-68.87315500162984,8.471821981349663,5.580129296348197,mb,Ring of Fire - Chile,2022-10-22,earthquake,reviewed,2022,10,22,0,0,0,10,5
